ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
299,32,4.6,Stormy,Low,0,Buffet,motorcycle,0,No,Metropolitian,26,19.6598249
300,23,4.6,Sunny,High,2,Drinks,motorcycle,0,No,Urban,16,6.21786033
301,37,4.5,Stormy,Jam,2,Meal,scooter,1,No,Metropolitian,35,17.07802907
302,37,4.9,Cloudy,Medium,1,Snack,scooter,1,No,Metropolitian,19,6.210137966
303,34,4.7,Sandstorms,Low,1,Drinks,scooter,0,No,Metropolitian,15,6048.63124
304,28,4.6,Sunny,Jam,2,Drinks,electric_scooter,0,No,Urban,14,9.157921136
305,25,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1,No,Urban,25,17.09752653
306,28,4.5,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,23,6.081440797
307,25,4.8,Fog,High,0,Buffet,motorcycle,1,No,Metropolitian,24,6.146967152
308,29,4.8,Cloudy,High,1,Meal,motorcycle,1,No,Urban,28,1.532335013
309,38,4.6,Cloudy,Low,1,Snack,scooter,0,No,Urban,30,10.587819
310,23,4.1,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,24,9.435201537
311,21,5,Sandstorms,Low,1,Meal,scooter,0,No,Metropolitian,10,1.489845231
312,25,5,Sunny,Jam,2,Drinks,scooter,1,No,Metropolitian,15,10.64105131
313,21,4.7,Cloudy,Jam,2,Buffet,scooter,0,No,Metropolitian,34,19.91300955
314,39,4.6,Windy,Low,1,Drinks,motorcycle,1,No,Metropolitian,20,13.9706524
315,39,4.8,Cloudy,Jam,1,Snack,motorcycle,1,Yes,Metropolitian,41,12.24085827
316,33,4.9,Cloudy,Low,1,Meal,scooter,1,No,Metropolitian,29,20.44292976
317,35,4.9,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,31,9.121049806
318,23,4.6,Cloudy,Medium,2,Meal,electric_scooter,0,No,Urban,11,6.146633646
319,35,4.9,Cloudy,Low,1,Buffet,scooter,1,No,Metropolitian,15,7.448560817
320,29,4.7,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,10.75705067
321,,,Cloudy,Jam,2,Snack,motorcycle,1,No,Urban,33,5959.281168
322,35,5,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,34,7.550439932
323,24,4.7,Stormy,High,2,Snack,scooter,1,No,,12,3.0600205
324,,,,,3,Drinks,scooter,0,No,Metropolitian,15,16.64732183
325,33,4.6,Fog,Medium,2,Meal,scooter,0,No,Metropolitian,19,4.59673827
326,28,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,12.42072862
327,22,4.6,Fog,Low,2,Drinks,motorcycle,0,No,Metropolitian,11,1.513765052
328,31,4.7,Stormy,Low,0,Snack,motorcycle,1,No,Urban,24,17.13783008
329,39,4.6,Stormy,Low,1,Snack,motorcycle,0,No,Urban,24,9.180904864
330,26,4,Windy,Low,0,Drinks,motorcycle,0,No,Urban,23,1.558240627
331,37,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,13.78669899
332,36,4.7,Sandstorms,Jam,2,Meal,motorcycle,1,No,Metropolitian,26,11.00773476
333,34,3.8,Sunny,Jam,1,Snack,motorcycle,1,No,Urban,34,13.61116355
334,25,4.9,Stormy,Jam,2,Buffet,scooter,1,No,Urban,26,9.315745106
335,32,4.7,Fog,Low,2,Drinks,motorcycle,1,No,,16,1.552580951
336,26,4.6,Cloudy,Low,1,Buffet,scooter,0,No,Urban,16,1.558083396
337,39,4.4,Windy,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,42,9.435201537
338,32,4.4,Fog,High,1,Buffet,motorcycle,1,No,Metropolitian,39,6.146243658
339,27,4.6,Sunny,Jam,0,Snack,motorcycle,0,No,Metropolitian,21,11.91699472
340,39,3.6,Fog,Low,1,Meal,scooter,2,No,Metropolitian,38,13.98914626
341,36,4.6,Fog,Jam,1,Meal,motorcycle,0,No,Metropolitian,46,10.88173132
342,32,4.1,Stormy,Medium,2,Drinks,motorcycle,1,No,Metropolitian,32,13.99001951
343,26,4.8,Cloudy,Low,2,Drinks,scooter,0,No,Metropolitian,16,1.554506376
344,35,5,Stormy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,25,13.58251101
345,25,4.8,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,3.040570258
346,35,4.7,Cloudy,Low,2,Meal,motorcycle,1,No,Urban,28,10.71119152
347,38,4.7,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,21,4.470346734
348,32,4.5,Sunny,Medium,0,Snack,motorcycle,0,No,,26,20.25368675
349,27,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0,No,Urban,27,10.8671383
350,23,4.8,Fog,Low,1,Drinks,motorcycle,1,No,Metropolitian,17,1.512600086
351,32,4.4,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,54,16.85257277
352,38,4.4,Windy,Jam,1,Drinks,motorcycle,0,No,Metropolitian,43,16.72197157
353,25,4.6,Fog,Low,1,Snack,motorcycle,1,No,Metropolitian,12,2.937184755
354,37,4.8,Sunny,Medium,0,Buffet,motorcycle,0,No,Metropolitian,27,6.03661025
355,20,3.7,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,49,7.562921045
356,39,4.6,Fog,Low,0,Drinks,motorcycle,1,No,Urban,37,16.38436681
357,35,4.6,Stormy,High,2,Snack,motorcycle,2,No,Metropolitian,34,1.543963303
358,26,4.9,Cloudy,Jam,1,Snack,scooter,1,No,Metropolitian,36,12.11655916
359,27,4.8,Fog,Low,1,Snack,scooter,0,No,Metropolitian,27,19.89050358
360,20,4.7,Windy,Jam,1,Buffet,motorcycle,0,No,Urban,19,13.78816948
361,34,4.8,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,23,10.56440967
362,32,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1,No,Metropolitian,32,7.573429885
363,21,4.8,Cloudy,Medium,0,Buffet,motorcycle,2,No,Metropolitian,42,16.41225407
364,25,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0,No,Metropolitian,16,9.077679565
365,22,4.9,Stormy,Low,2,Buffet,scooter,0,No,Metropolitian,13,17.29786575
366,20,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0,No,Urban,18,6.128501214
367,22,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,7.790237053
368,36,4.8,Sandstorms,Low,0,Drinks,motorcycle,1,No,Urban,22,19.91300955
369,30,4.6,Fog,Jam,0,Snack,motorcycle,0,No,Semi-Urban,46,10.70423893
370,26,4.7,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,27,20.1820689
371,22,4.7,Sunny,Jam,2,Buffet,motorcycle,1,No,Metropolitian,13,12.29361122
372,36,4.3,Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,32,1.520419005
373,29,4.9,Cloudy,High,0,Drinks,motorcycle,1,No,Urban,27,6.081389117
374,32,4,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,45,10.75701434
375,22,4.7,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,25,4.590648124
376,37,4.9,Fog,Medium,2,Snack,scooter,0,No,Metropolitian,15,6.290134678
377,29,4.3,Fog,Jam,1,Snack,scooter,2,No,Metropolitian,38,16.85257277
378,20,4.8,Fog,Low,2,Drinks,scooter,0,No,Metropolitian,14,1.513575324
379,35,4.7,Windy,Low,1,Meal,scooter,0,No,Metropolitian,28,3.018826788
380,38,5,Stormy,Medium,1,Buffet,scooter,1,No,Metropolitian,30,6.037225392
381,35,4.9,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,43,10.70900337
382,32,4.1,Stormy,High,2,Drinks,electric_scooter,0,No,Metropolitian,34,6.21786033
383,20,4.7,Stormy,Medium,1,Snack,motorcycle,1,No,Urban,25,4.540565975
384,23,4.9,Cloudy,High,2,Buffet,scooter,0,No,Metropolitian,23,5.96034551
385,39,4.4,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,40,4.609743188
386,34,4,Stormy,Low,0,Drinks,motorcycle,1,No,Urban,30,3.105091523
387,22,4.6,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,23,13.96987814
388,32,5,Stormy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,31,4.539068203
389,35,4,Windy,High,1,Buffet,scooter,1,No,Metropolitian,33,6.146633646
390,22,4.9,Windy,Low,2,Meal,scooter,0,No,Urban,11,13.78828222
391,,,Sandstorms,Low,1,Drinks,motorcycle,0,No,Urban,15,13.76575692
392,23,4.6,Cloudy,Medium,1,Meal,motorcycle,0,No,Metropolitian,12,6.127106344
393,39,4.2,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,33,12.43518328
394,37,4.9,Windy,Medium,1,Buffet,scooter,1,No,Metropolitian,28,6.290134678
395,30,4,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,35,16.60246717
396,24,4.5,Sandstorms,Low,2,Buffet,motorcycle,1,No,Urban,18,3.059460078
397,32,4.6,Sunny,Low,2,Buffet,electric_scooter,1,No,Urban,18,20.17681197
398,29,5,Sunny,Medium,2,Snack,motorcycle,0,No,Urban,13,19.34383091
399,34,4.8,Sunny,Jam,1,Buffet,scooter,1,No,Metropolitian,25,16.72129601
400,22,4.7,Stormy,High,1,Buffet,scooter,1,No,Urban,25,3.01882457
401,36,4.4,Stormy,Medium,0,Drinks,motorcycle,2,No,Metropolitian,37,16.90165909
402,36,4.8,Fog,Low,0,Snack,motorcycle,1,No,Metropolitian,40,13.97014467
403,,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,1.512597609
404,,,,,3,Snack,motorcycle,1,No,Metropolitian,19,17112.92787
405,38,4.4,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,32,10.56593617
406,21,4.9,Cloudy,Low,2,Snack,motorcycle,0,No,Metropolitian,11,9.193021333
407,27,4.6,Fog,Jam,1,Drinks,scooter,1,No,Metropolitian,24,4.560926278
408,20,4.5,Sandstorms,Low,2,Buffet,scooter,0,No,,18,20.18103455
409,29,5,Sunny,Low,0,Snack,motorcycle,0,,Metropolitian,11,3.018906996
410,29,4.4,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,16,3.088211432
411,23,4.9,Sandstorms,High,1,Meal,scooter,1,No,Metropolitian,29,1.514805883
412,38,4.1,Cloudy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,44,13.21539125
413,26,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0,No,Urban,20,7.790362125
414,26,4.8,Sandstorms,Low,2,Snack,electric_scooter,1,No,Metropolitian,17,14.02184017
415,32,4.6,Fog,Medium,2,Snack,motorcycle,1,No,Urban,17,6.03744859
416,31,4.3,Stormy,Jam,1,Snack,scooter,1,No,Metropolitian,32,10.7111858
417,29,4.8,Sandstorms,Jam,1,Snack,motorcycle,1,No,Metropolitian,28,10.70822067
418,21,4.2,Stormy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,39,17.13921974
419,,,,,0,Drinks,motorcycle,1,No,Metropolitian,25,3.018826788
420,27,4.6,Sunny,Jam,2,Snack,motorcycle,1,No,Metropolitian,18,7.660951721
421,32,3.7,Sandstorms,Jam,1,Drinks,scooter,2,No,Metropolitian,42,12.09909692
422,22,4.9,Windy,Medium,2,Drinks,scooter,1,No,Metropolitian,26,12.4643674
423,34,3.8,Cloudy,Low,2,Snack,scooter,0,No,Metropolitian,34,12.41957263
424,35,5,Cloudy,Low,1,Buffet,scooter,1,No,Metropolitian,17,3.07342226
425,29,4.9,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,19,1.552247022
426,35,4.5,Sandstorms,Low,2,Buffet,motorcycle,1,No,Metropolitian,20,12.4643901
427,30,4.2,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,47,13.40597172
428,36,4.4,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,31,12.29272274
429,33,4.7,Cloudy,Jam,2,Meal,electric_scooter,0,No,Metropolitian,29,7.790489305
430,,,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,21,3.025149286
431,37,4.8,Sunny,Low,1,Drinks,motorcycle,1,No,Metropolitian,18,3.104435398
432,30,4.9,Fog,Jam,1,Snack,scooter,1,No,Metropolitian,39,13.61117181
433,32,4.9,Fog,Jam,1,Snack,motorcycle,1,No,Metropolitian,47,12.58026782
434,36,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0,No,Metropolitian,24,12.29350267
435,38,5,Sunny,High,2,Buffet,motorcycle,0,No,Metropolitian,17,3.104928772
436,36,4.5,Cloudy,Low,1,Buffet,scooter,0,No,Metropolitian,15,8.937783115
437,38,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,10.86790864
438,29,4.1,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,28,3.018663449
439,37,4.6,Fog,Jam,0,Drinks,motorcycle,0,No,Metropolitian,27,7.547357671
440,20,4.7,Sandstorms,Medium,1,Snack,motorcycle,1,No,Metropolitian,20,13.96976021
441,38,5,Cloudy,Medium,2,Meal,electric_scooter,2,Yes,Metropolitian,43,13.99019214
442,25,4.7,Sunny,High,1,Buffet,scooter,0,No,Urban,10,6.218134915
443,39,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1,No,Metropolitian,48,13.5823427
444,32,4.7,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,41,11.00773476
445,25,4.6,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,25,16.72146713
446,26,5,Fog,Jam,2,Drinks,scooter,1,No,Urban,30,19.04307194
447,27,5,Stormy,Low,1,Meal,motorcycle,0,No,Metropolitian,14,10.70321545
448,29,4.8,Sunny,Low,2,Meal,electric_scooter,1,No,Metropolitian,20,3.073397298
449,37,4.9,Sandstorms,Jam,1,Drinks,scooter,1,No,Metropolitian,25,9.074342229
450,38,5,Sunny,Medium,1,Buffet,scooter,0,No,Metropolitian,23,9.157560325
451,23,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,6.232179268
452,29,5,Windy,Low,2,Buffet,motorcycle,0,No,Metropolitian,19,4.588387206
453,33,4.8,Cloudy,Low,2,Drinks,scooter,0,No,Metropolitian,16,3.108999801
454,39,4.8,Sunny,Jam,0,Meal,motorcycle,1,No,Urban,25,7.660957437
455,26,4.4,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,38,10.48570042
456,32,4.9,Sandstorms,Low,0,Buffet,motorcycle,1,No,Urban,22,19.66109817
457,28,4.5,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,17,3.040641622
458,34,4.2,Fog,High,2,Drinks,scooter,0,No,Metropolitian,33,6.232193723
459,28,4.7,Fog,Jam,1,Snack,motorcycle,1,No,Metropolitian,30,19.76238848
460,34,4.9,Sunny,High,2,Meal,motorcycle,0,No,Metropolitian,16,6.21016929
461,34,4.6,Cloudy,High,1,Meal,scooter,0,No,Metropolitian,34,5.958808071
462,39,5,Cloudy,Low,2,Buffet,scooter,1,No,Metropolitian,18,9.313021564
463,21,4.8,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,17,1.532022771
464,36,4.8,Sandstorms,Jam,0,Snack,motorcycle,0,No,Metropolitian,33,9.326577421
465,30,4.7,Sandstorms,Low,2,Buffet,scooter,1,No,Urban,20,7.683608397
466,31,4.3,Sandstorms,Jam,1,Meal,motorcycle,3,No,Metropolitian,42,14.04519246
467,33,3.8,Stormy,Jam,2,Drinks,scooter,1,No,Metropolitian,35,11.71916113
468,32,4.8,Stormy,Low,0,Meal,motorcycle,1,No,Urban,24,12.41687169
469,34,4.3,Stormy,Jam,0,Snack,motorcycle,1,No,Metropolitian,31,9.193469879
470,31,4.3,Stormy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,31,16.65990379
471,22,4.7,Windy,Low,1,Buffet,motorcycle,0,No,Metropolitian,15,3.025149286
472,33,4.7,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,27,4.610367445
473,39,4.1,Cloudy,High,1,Buffet,motorcycle,0,No,Metropolitian,32,3.024980855
474,29,4.6,Windy,Jam,1,Snack,motorcycle,1,No,Metropolitian,20,9.192770952
475,30,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2,No,Urban,44,20.17900386
476,25,4.8,Sandstorms,Medium,0,Snack,motorcycle,0,No,Metropolitian,10,7.546781221
477,25,4.6,Stormy,Low,0,Buffet,motorcycle,0,No,Urban,16,11.00773476
478,24,4.8,Sunny,Jam,2,Meal,electric_scooter,0,No,Metropolitian,14,16.63579806
479,27,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,12.42034512
480,24,4.9,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,26,7.546800541
481,23,4.7,Sandstorms,High,2,Drinks,motorcycle,1,No,Metropolitian,24,6.175440417
482,30,4.9,Windy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,33,4.658001279
483,37,4.6,Cloudy,Low,2,Drinks,scooter,0,No,Urban,19,7.601681385
484,31,4.5,Stormy,High,1,Drinks,motorcycle,0,No,Metropolitian,29,3.116248511
485,39,3.6,Fog,Low,1,Drinks,motorcycle,1,No,Metropolitian,36,20.44292976
486,20,5,Fog,Medium,2,Drinks,scooter,0,No,Urban,13,9.193093962
487,33,4.9,Sunny,Jam,1,Drinks,scooter,1,No,Metropolitian,20,9.121491544
488,35,4.9,Fog,Low,2,Snack,motorcycle,0,No,Metropolitian,17,1.558139809
489,28,4.5,Windy,Jam,2,Buffet,scooter,0,No,Metropolitian,24,17.29786575
490,21,4.9,Fog,Medium,1,Meal,scooter,1,No,Metropolitian,12,4.717601092
491,38,3.7,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,39,13.82901912
492,22,5,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,22,7.790314136
493,32,4.3,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,22,3.02508633
494,30,4.6,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,39,9.061282952
495,35,4.9,Cloudy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,18,4.469162259
496,30,4.8,Sunny,Medium,2,Buffet,motorcycle,1,No,Metropolitian,18,10.72328695
497,24,4.9,Fog,Jam,0,Drinks,motorcycle,0,No,Metropolitian,42,13.61133781
498,31,4.7,Fog,Low,1,Meal,motorcycle,0,No,Metropolitian,15,2.979410113
499,15,1,,,3,Buffet,electric_scooter,1,No,Metropolitian,27,4.656649028
500,,,Sunny,Low,2,Meal,scooter,1,No,Metropolitian,22,19.39600863
501,27,4.6,Stormy,Low,2,Drinks,scooter,1,No,Metropolitian,17,4.470286489
502,28,4.9,Windy,Low,1,Buffet,scooter,0,No,Metropolitian,12,3.058950643
503,,,Cloudy,Medium,1,Drinks,scooter,1,No,Metropolitian,33,12.23672362
504,23,4.1,Windy,High,0,Snack,motorcycle,1,No,Metropolitian,35,6.232403352
505,26,5,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,18,4.537860442
506,21,4.9,Stormy,Jam,2,Snack,scooter,1,No,Metropolitian,27,7.762547475
507,38,4.9,Sandstorms,Jam,2,Meal,scooter,2,No,Metropolitian,34,4.529611223
508,37,4.6,Fog,Low,2,Drinks,scooter,1,No,Metropolitian,15,1.572533727
509,32,4.9,Stormy,Low,2,Snack,motorcycle,1,No,Urban,27,7.660316912
510,22,4.6,Sunny,Low,0,Meal,motorcycle,0,No,Metropolitian,18,1.510086274
511,39,4.3,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,23,1.554551171
512,34,4.8,Cloudy,Jam,2,Snack,scooter,0,No,Metropolitian,49,14.15280069
513,25,3.1,Sunny,Low,1,Drinks,scooter,1,No,Metropolitian,36,13.61128305
514,28,5,Fog,High,2,Meal,scooter,1,No,Urban,21,1.489987406
515,33,4.2,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,33,4.464828881
516,30,4.7,Cloudy,High,0,Meal,motorcycle,1,No,Metropolitian,31,3.05944334
517,30,4.8,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,30,20.18117214
518,39,4.6,Stormy,Low,1,Drinks,scooter,1,No,Metropolitian,29,12.4184624
519,25,4.7,Stormy,Low,1,Drinks,motorcycle,0,No,Urban,15,7.862668167
520,21,4.7,Sandstorms,Medium,1,Drinks,scooter,1,No,Metropolitian,20,6.081387491
521,34,5,Fog,Medium,1,Snack,scooter,1,No,Urban,15,6.080888253
522,37,5,Windy,High,0,Meal,motorcycle,1,No,Metropolitian,40,6.146622187
523,23,4.8,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,30,13.40635546
524,37,4.6,Fog,Low,2,Buffet,scooter,0,No,Urban,19,3.145067435
525,28,4.9,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,20,10.7241897
526,29,4.3,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,38,12.43491429
527,25,5,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,20,1.512853438
528,26,3.2,Sunny,Low,2,Snack,motorcycle,2,No,Metropolitian,42,16.63680858
529,34,4,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,53,16.63674459
530,25,4.6,Sunny,Low,2,Meal,scooter,1,No,,27,16.63522338
531,32,4.7,Sandstorms,High,2,Drinks,motorcycle,0,No,Metropolitian,27,6.081204325
532,31,4.6,Cloudy,Medium,1,Meal,scooter,0,No,Metropolitian,19,6.036244197
533,27,4.8,Sandstorms,Low,1,Meal,motorcycle,0,No,Urban,10,13.40608827
534,28,4.1,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,24,3.025079988
535,35,4.1,Sandstorms,Medium,0,Buffet,motorcycle,0,No,Metropolitian,37,6.14707622
536,28,5,Windy,Low,0,Snack,motorcycle,0,No,Urban,15,13.73594218
537,29,4.9,Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,45,10.72451775
538,24,4.6,Windy,Low,1,Snack,motorcycle,1,No,Urban,15,10.86725868
539,37,4.8,Sunny,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,20,9.435201537
540,29,5,Cloudy,Low,2,Drinks,scooter,1,No,Metropolitian,16,9.192571532
541,38,5,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,39,19.66102221
542,24,4.8,Stormy,High,0,Drinks,motorcycle,1,No,Metropolitian,24,6.146764727
543,23,4.9,Cloudy,Medium,1,Snack,motorcycle,1,No,Urban,29,12.09909692
544,23,4.7,Sandstorms,Low,2,Snack,electric_scooter,0,No,Urban,11,1.554577123
545,20,4.6,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,37,17.13783008
546,33,4.8,Fog,Low,1,Drinks,motorcycle,1,No,Metropolitian,15,3.073660616
547,38,4.8,Windy,Medium,1,Drinks,scooter,1,No,Metropolitian,28,6.118711847
548,36,3.8,Sunny,Jam,2,Meal,motorcycle,1,No,Metropolitian,33,16.64663439
549,38,4.5,Cloudy,Low,2,Buffet,scooter,0,No,Metropolitian,18,8.929198704
550,38,4.9,Sunny,Low,0,Drinks,motorcycle,1,No,Urban,27,4.681899308
551,25,5,Cloudy,Low,0,Snack,motorcycle,0,No,Metropolitian,15,4.717601092
552,29,4.7,Windy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,23,10.59532915
553,26,4.9,Stormy,Low,2,Meal,electric_scooter,1,No,Metropolitian,19,12.23323999
554,37,4.9,Fog,Low,1,Snack,motorcycle,1,No,Urban,15,1.465122555
555,25,4.3,Cloudy,Jam,1,Drinks,scooter,1,No,Urban,38,12.0987149
556,39,4.6,Stormy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,29,12.43525601
557,33,4.6,Fog,Medium,0,Meal,motorcycle,2,No,Metropolitian,49,10.60241776
558,39,4.7,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,27,6.117673773
559,38,5,Fog,Medium,2,Snack,motorcycle,2,No,Metropolitian,41,10.42999111
560,22,4.5,Windy,Medium,1,Snack,motorcycle,0,No,Metropolitian,18,13.6809874
561,29,4.3,Fog,Jam,2,Meal,electric_scooter,1,No,Metropolitian,38,16.90295554
562,34,4.7,Sunny,Low,2,Meal,electric_scooter,0,No,Metropolitian,19,7.79040136
563,27,4.8,Windy,High,2,Buffet,scooter,1,No,Metropolitian,19,6.117219096
564,22,4.7,Stormy,Medium,1,Meal,motorcycle,1,No,Urban,26,4.561112369
565,30,4.9,Fog,High,0,Meal,motorcycle,0,No,Metropolitian,32,1.554619808
566,,,Cloudy,Jam,2,Snack,motorcycle,0,No,Metropolitian,20,9.349055143
567,34,4.9,Cloudy,Low,1,Meal,motorcycle,0,No,Urban,16,1.532335013
568,32,4.8,Stormy,Medium,0,Snack,motorcycle,0,No,Metropolitian,28,6.290134678
569,28,4.6,Fog,Medium,1,Drinks,scooter,1,No,Metropolitian,17,7.661331134
570,22,4.9,Fog,Jam,2,Meal,electric_scooter,1,No,Metropolitian,35,11.7208016
571,29,5,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,29,12.25701219
572,38,4.8,Sunny,Low,2,Snack,scooter,0,No,Metropolitian,17,13.97195088
573,29,5,Windy,Jam,2,Drinks,motorcycle,0,No,Urban,28,19.88397433
574,37,4.5,Windy,Low,1,Buffet,motorcycle,1,No,Metropolitian,29,12.25702135
575,33,4.1,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,25,8.938176353
576,34,5,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,28,4.596477246
577,28,4.9,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,18,12.16106953
578,22,5,Sunny,Jam,0,Snack,motorcycle,2,No,Metropolitian,34,20.18269322
579,37,4.7,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,29,4.663438748
580,33,4.9,Fog,Medium,1,Snack,motorcycle,1,No,Urban,18,6.147127366
581,37,4.5,Windy,Jam,1,Snack,scooter,1,No,Metropolitian,40,13.62148476
582,29,4.6,Stormy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,17,9.191516816
583,30,4,Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,33,9.081833107
584,30,4.7,Sunny,Medium,2,Meal,scooter,1,No,Metropolitian,18,13.98953297
585,22,4.8,Stormy,Jam,2,Snack,scooter,1,No,Urban,26,17.07287191
586,36,4.9,Cloudy,High,2,Meal,electric_scooter,1,No,Metropolitian,28,1.492335483
587,20,4.7,Sandstorms,Low,2,Meal,electric_scooter,0,No,Metropolitian,12,3.040688635
588,25,4.9,Cloudy,High,1,Drinks,motorcycle,0,No,Urban,30,1.520431917
589,,,Cloudy,High,0,Snack,motorcycle,0,No,Urban,29,2740.280655
590,36,4.6,Sandstorms,Medium,1,Meal,motorcycle,0,No,Metropolitian,24,19.6613102
591,26,4.6,Sunny,Jam,1,Snack,scooter,1,No,Urban,14,9.178296996
592,39,4.7,Stormy,Low,1,Snack,scooter,1,No,Metropolitian,22,7.76260589
593,,,,,3,Drinks,scooter,0,No,Metropolitian,33,20.18263449
594,23,5,Sunny,Medium,0,Meal,motorcycle,0,No,Metropolitian,25,20.85177138
595,24,4.9,Cloudy,Jam,0,Buffet,motorcycle,2,No,Metropolitian,36,20.06754761
596,30,4.1,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,26,7.547357671
597,,,,,2,Meal,motorcycle,0,No,Metropolitian,16,19.76090775
598,36,5,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,26,12.07405638
